X1,X2,Y
-0.515520340323858,-0.4083552582447601,0.5096788410136062
-0.9916706120109062,-1.1902804371981965,-2.3252470162344636
0.6399077790466223,0.24321106768712009,3.4909919685083217
-0.36180464086496666,-0.1545246473559608,2.1599801771854716
0.17393511878088705,0.051556425604694284,3.839073604442732
0.768530141774207,0.3854175364709652,6.433122641657752
0.6753787191270173,0.22947991153004077,4.984722861530276
0.11800220158816127,-0.2272882669866247,2.377028480594704
0.964530529714308,1.3410461893623271,5.8580381460889885
0.3263790219902252,0.27033825127775934,2.5940672390632598
0.35066296195903285,0.17291565423041053,3.5280656221045397
-0.28056975310153187,-0.23316072704158675,-0.1263789193716054
-0.6848663885858012,-0.9873637547836028,-0.4196844291886952
-0.12597838641719045,-0.7054735468998314,0.2494469414941206
-0.018680615520905046,-0.23282909942073182,1.7902424834457555
-0.15664934991168444,0.2803109553048385,3.619088618551864
0.9541360623864442,0.6617826201806298,4.671544925175246
-0.11755173501053946,-0.41725973965455837,1.4742778624987642
-0.6614541914023176,-0.6504389577760089,-0.9602889081190216
-0.41770655773012566,-0.3037464648110369,0.2172409870298823
-0.23044152647398616,-0.04145360126165694,0.137636094133049
0.14882740388802962,0.20346993747406036,2.2173953275806317
-1.3442105692593609,-1.546042005287508,-4.238954415299555
0.32113670563780544,0.1623053485840862,3.7151157957980288
-0.5154813504485316,-0.5221707189001195,-1.2584461017606867
-2.073676467964823,-2.124665718865454,-8.513050134439064
-0.9812972189365637,-0.9990602051129877,1.3312513168909827
0.026771223868544823,0.6615485897151325,3.148585530593803
0.026453766043170263,0.5068481058696064,1.6998020536382081
-0.1472995176034162,0.1668216488397998,1.3888290144841877
0.2637549457269661,0.15494555274581484,1.4169242262968476
-0.2822034005099998,0.26042511595535844,4.005818452007602
0.798578104872653,1.021944515349391,5.977099584968603
-0.6101351705045487,-0.524560879701954,-1.819693939182953
0.9888259823435248,1.2628885629597708,8.003119732440986
1.3082036777650303,1.425363022831165,8.719090402067659
-1.171139069660446,-0.7028569741501519,-3.603246935442646
1.6668526229448875,2.3066149912337144,10.21719157828268
0.7208273433146675,0.8118148069018832,4.561548283027811
-0.20082126943054462,-0.02938833034474827,-1.0446501986956909
-1.1282376784167394,-1.1281663079646984,-3.288511109225025
0.777608547297027,1.177201032135458,5.9075001088588195
1.4297559637006967,1.3878111897247831,8.87977422551238
-0.7628673914050801,-0.7097474606132229,-1.2157858676269155
0.6944305613160326,0.925081341883288,6.689659393675457
-0.15813057055704094,0.025790276370561003,3.367513352815318
-0.11276203807658834,0.27427791478208763,1.660600720482292
-1.0357576751300552,-0.8699847754446023,-3.714325623958253
-0.4000254838750209,-0.4033721576621899,0.12398194173428537
0.18872792712139186,0.7171989820799485,3.7342571011867682
1.6625962078436316,1.9400420423919746,8.996794288485962
-1.0800369159476266,-1.4141610997042304,-4.160685616001594
0.2870702181264014,0.09250426128218513,3.43454335424806
0.13131729296538905,-0.3461981568842425,1.504158898480558
